"HAULJOIN","VESSEL","CRUISE","HAUL","STATIONID","GEAR","HAUL_TYPE","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS"
-23963,162,202401,242,"I-01",44,20,68590,1,NA,102.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,71,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,69.8,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,94.7,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,80.5,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,67.8,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,82.5,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,71,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76.1,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,73.5,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,79.4,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,74.3,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,72.8,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,84.9,2,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76.8,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,84.6,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,79.8,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,80.1,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,80.7,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,71.1,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,77.2,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,82.2,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,74.5,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76.3,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,77.9,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,74.2,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,75.7,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,70.3,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76.8,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,91.6,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,86,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,80.1,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,96.9,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,85.9,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,75,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,83.7,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,85.2,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,84,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,85.4,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,76.8,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,79.2,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,78.7,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,92.1,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,80,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68560,2,NA,83.7,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23963,162,202401,242,"I-01",44,20,68580,2,NA,71.6,2,4,1,6,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,103.7,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,82.8,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,89.4,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,56.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,89.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,70.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,42.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,75.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,92.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,58.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,72.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,86.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,89.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,112.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68560,1,NA,106.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,51.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,51.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,59.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,62.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,65.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,1,NA,47.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,74,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,76.8,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,78.5,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,68.3,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,62.2,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,52.6,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,51.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,45.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,50.2,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,50.8,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,48.6,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,53.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.8,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,51.7,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,55.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,56.1,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,48.7,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,48.7,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.2,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,54.8,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,47.3,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,47.6,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,46.5,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,47.6,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,48.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,62.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,46.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,64.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,66.1,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,61.6,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,53.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.5,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,47.7,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,46.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,48.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,49.9,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68580,2,NA,50.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,72.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,70.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,91.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,79.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,65.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,70.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,82.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,1,NA,73.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,2,NA,67.1,2,4,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,2,NA,65.4,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23964,162,202401,243,"H-01",44,20,68590,2,NA,74.8,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,53.1,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,43.8,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,48.9,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,63.6,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,64.6,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,56.9,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,44.2,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,45.8,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,49.8,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,47.2,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,53.9,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,67.5,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,46.9,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,47.4,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,45.5,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,47.9,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,47.2,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,46.6,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,48.2,2,0,0,0,NA,NA,NA,NA,NA,1.81944,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,76.7,3,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,76,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,77.7,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,72.4,2,4,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,74.8,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,70.4,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,2,NA,76.6,2,4,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA
-23972,162,202401,247,"I-21",44,20,68580,1,NA,47,2,NA,NA,NA,NA,NA,NA,NA,NA,4.3686,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,100.8,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,112.5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,111.8,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,94.8,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,67.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,80.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,81.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,91.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,97.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,93.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,107.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,49.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,45.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,45.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,48.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,44.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,47.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,38.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,44.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,41.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,63,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,44.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,39.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,47.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,62.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,49,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,49.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,48.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,48.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,40.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,47.5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,47.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43.8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,56.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,47.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,65.1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,57.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,58.3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,49.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,43.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,45.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,46.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,51.7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,48.9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
-23948,162,202401,235,"M-27",44,20,68560,1,NA,63.2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
