"HAULJOIN","SPECIES_CODE","SPECIES","SEX","SIZE","SIZE_1MM","SHELL_CONDITION","EGG_CONDITION","CLUTCH_SIZE","MERUS_LENGTH","CHELA_HEIGHT","DISEASE_CODE","CALCULATED_WEIGHT","CALCULATED_WEIGHT_1MM","WEIGHT","SAMPLING_FACTOR"
816210,68580,"SNOW",1,73,73,4,NA,NA,NA,NA,NA,157.649856525966,157.649856525966,NA,1.6781
816210,68580,"SNOW",1,62,62,3,NA,NA,NA,NA,NA,95.0608731048404,95.0608731048404,NA,1.6781
816210,68580,"SNOW",1,48,48,3,NA,NA,NA,NA,NA,43.026966415472,43.026966415472,NA,1.6781
816210,68580,"SNOW",1,62,62,3,NA,NA,NA,NA,NA,95.0608731048404,95.0608731048404,NA,1.6781
816210,68560,"TANNER",2,92,92,4,1,5,NA,NA,NA,217.191523430369,217.191523430369,NA,1
816210,68560,"TANNER",2,79,79,4,1,5,NA,NA,NA,139.657309858804,139.657309858804,NA,1
816210,68560,"TANNER",2,68,68,4,1,5,NA,NA,NA,90.4287483323337,90.4287483323337,NA,1
816210,68560,"TANNER",2,74,74,4,1,5,NA,NA,NA,115.545864484251,115.545864484251,NA,1
816210,68560,"TANNER",2,74,74,4,1,5,NA,NA,NA,115.545864484251,115.545864484251,NA,1
816210,68560,"TANNER",2,78,78,4,1,5,NA,NA,NA,134.594317613961,134.594317613961,NA,1
816210,68560,"TANNER",2,76,76,4,1,5,NA,NA,NA,124.832198155921,124.832198155921,NA,1
816210,68560,"TANNER",2,79,79,4,1,5,NA,NA,NA,139.657309858804,139.657309858804,NA,1
816210,68560,"TANNER",2,88,88,4,1,5,NA,NA,NA,190.934007695176,190.934007695176,NA,1
816210,68560,"TANNER",2,98,98,4,1,5,NA,NA,NA,260.842129985165,260.842129985165,NA,1
816210,68560,"TANNER",2,74,74,4,1,5,NA,NA,NA,115.545864484251,115.545864484251,NA,1
816210,68560,"TANNER",2,86,86,4,1,5,NA,NA,NA,178.624969280153,178.624969280153,NA,1
816210,68560,"TANNER",2,82,82,4,1,5,NA,NA,NA,155.59083445181,155.59083445181,NA,1
816210,68560,"TANNER",2,78,78,4,1,5,NA,NA,NA,134.594317613961,134.594317613961,NA,1
816210,68560,"TANNER",2,93,93,4,1,5,NA,NA,NA,224.105519894382,224.105519894382,NA,1
816210,68560,"TANNER",2,42,42,2,0,0,NA,NA,NA,21.0045166763056,21.0045166763056,NA,1
816210,68560,"TANNER",2,75,75,2,0,0,NA,NA,NA,107.559528588825,107.559528588825,NA,1
816210,68560,"TANNER",2,72,72,4,0,1,NA,NA,NA,95.8756298576421,95.8756298576421,NA,1
816210,68560,"TANNER",2,78,78,4,0,1,NA,NA,NA,120.124219957393,120.124219957393,NA,1
816210,68560,"TANNER",2,72,72,4,0,1,NA,NA,NA,95.8756298576421,95.8756298576421,NA,1
816210,68560,"TANNER",2,72,72,4,0,1,NA,NA,NA,95.8756298576421,95.8756298576421,NA,1
816210,68560,"TANNER",2,67,67,4,0,1,NA,NA,NA,78.2812149429973,78.2812149429973,NA,1
816210,68560,"TANNER",2,91,91,4,0,1,NA,NA,NA,185.444888320588,185.444888320588,NA,1
816210,68560,"TANNER",2,74,74,4,0,1,NA,NA,NA,103.568452074861,103.568452074861,NA,1
816210,68580,"SNOW",1,79,79,2,NA,NA,NA,NA,NA,201.345748043429,201.345748043429,NA,1.6781
816210,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1.6781
816210,68580,"SNOW",1,80,80,2,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1.6781
816210,68580,"SNOW",1,79,79,2,NA,NA,NA,NA,NA,201.345748043429,201.345748043429,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,81,81,2,NA,NA,NA,NA,NA,217.556574226675,217.556574226675,NA,1.6781
816210,68580,"SNOW",1,98,98,2,NA,NA,NA,NA,NA,392.502292767334,392.502292767334,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,107,107,2,NA,NA,NA,NA,NA,515.259793289601,515.259793289601,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,93,93,2,NA,NA,NA,NA,NA,333.734403789344,333.734403789344,NA,1.6781
816210,68580,"SNOW",1,101,101,2,NA,NA,NA,NA,NA,430.924959296404,430.924959296404,NA,1.6781
816210,68580,"SNOW",1,90,90,2,NA,NA,NA,NA,NA,301.505151210144,301.505151210144,NA,1.6781
816210,68580,"SNOW",1,55,55,3,NA,NA,NA,NA,NA,65.5925964375187,65.5925964375187,NA,1.6781
816210,68580,"SNOW",1,50,50,3,NA,NA,NA,NA,NA,48.826006454969,48.826006454969,NA,1.6781
816210,68560,"TANNER",1,96,96,4,NA,NA,NA,NA,NA,264.273158182195,264.273158182195,NA,1
816210,68560,"TANNER",1,118,118,4,NA,NA,NA,NA,NA,493.024864523101,493.024864523101,NA,1
816210,68560,"TANNER",1,112,112,4,NA,NA,NA,NA,NA,421.090286922042,421.090286922042,NA,1
816210,68560,"TANNER",1,111,111,4,NA,NA,NA,NA,NA,409.830125768422,409.830125768422,NA,1
816210,68560,"TANNER",1,120,120,4,NA,NA,NA,NA,NA,518.714155649783,518.714155649783,NA,1
816210,68560,"TANNER",1,123,123,4,NA,NA,NA,NA,NA,558.903794607152,558.903794607152,NA,1
816210,68560,"TANNER",1,127,127,4,NA,NA,NA,NA,NA,615.659405444727,615.659405444727,NA,1
816210,68560,"TANNER",1,118,118,4,NA,NA,NA,NA,NA,493.024864523101,493.024864523101,NA,1
816210,68560,"TANNER",1,114,114,4,NA,NA,NA,NA,NA,444.227919386644,444.227919386644,NA,1
816210,68560,"TANNER",1,144,144,4,NA,NA,NA,NA,NA,899.962546388886,899.962546388886,NA,1
816210,68560,"TANNER",1,113,113,4,NA,NA,NA,NA,NA,432.555593999479,432.555593999479,NA,1
816210,68560,"TANNER",1,132,132,4,NA,NA,NA,NA,NA,691.866561310785,691.866561310785,NA,1
816210,68560,"TANNER",1,112,112,4,NA,NA,NA,NA,NA,421.090286922042,421.090286922042,NA,1
816210,68560,"TANNER",1,114,114,4,NA,NA,NA,NA,NA,444.227919386644,444.227919386644,NA,1
816210,68560,"TANNER",1,94,94,4,NA,NA,NA,NA,NA,247.982216158355,247.982216158355,NA,1
816210,68560,"TANNER",1,87,87,4,NA,NA,NA,NA,NA,196.26860746893,196.26860746893,NA,1
816210,68560,"TANNER",2,91,91,4,1,5,NA,NA,NA,210.418755076843,210.418755076843,NA,1
816210,68560,"TANNER",2,92,92,4,1,5,NA,NA,NA,217.191523430369,217.191523430369,NA,1
816210,68560,"TANNER",2,88,88,4,1,5,NA,NA,NA,190.934007695176,190.934007695176,NA,1
816210,68560,"TANNER",2,75,75,4,1,5,NA,NA,NA,120.130261598184,120.130261598184,NA,1
816210,68560,"TANNER",2,73,73,4,1,5,NA,NA,NA,111.077597439855,111.077597439855,NA,1
816210,68560,"TANNER",2,88,88,4,1,5,NA,NA,NA,190.934007695176,190.934007695176,NA,1
816210,68560,"TANNER",2,77,77,4,1,5,NA,NA,NA,129.653081629035,129.653081629035,NA,1
816210,68560,"TANNER",2,89,89,4,1,5,NA,NA,NA,197.291379852875,197.291379852875,NA,1
816210,68560,"TANNER",1,117,117,4,NA,NA,NA,NA,NA,480.505734748787,480.505734748787,NA,1
816210,68560,"TANNER",1,118,118,4,NA,NA,NA,NA,NA,493.024864523101,493.024864523101,NA,1
816210,68560,"TANNER",1,126,126,4,NA,NA,NA,NA,NA,601.125292158345,601.125292158345,NA,1
816210,68560,"TANNER",1,115,115,4,NA,NA,NA,NA,NA,456.109135836246,456.109135836246,NA,1
816210,68560,"TANNER",1,97,97,4,NA,NA,NA,NA,NA,272.680557044323,272.680557044323,NA,1
816210,68560,"TANNER",1,106,106,4,NA,NA,NA,NA,NA,356.54100143515,356.54100143515,NA,1
816210,68560,"TANNER",1,114,114,4,NA,NA,NA,NA,NA,444.227919386644,444.227919386644,NA,1
816210,68560,"TANNER",1,125,125,4,NA,NA,NA,NA,NA,586.822570483512,586.822570483512,NA,1
816210,68560,"TANNER",1,127,127,4,NA,NA,NA,NA,NA,615.659405444727,615.659405444727,NA,1
816210,68560,"TANNER",1,131,131,4,NA,NA,NA,NA,NA,676.147324662249,676.147324662249,NA,1
816210,68560,"TANNER",1,113,113,4,NA,NA,NA,NA,NA,432.555593999479,432.555593999479,NA,1
816210,68560,"TANNER",1,114,114,4,NA,NA,NA,NA,NA,444.227919386644,444.227919386644,NA,1
816210,68560,"TANNER",1,131,131,2,NA,NA,NA,NA,NA,676.147324662249,676.147324662249,NA,1
816210,68560,"TANNER",1,129,129,2,NA,NA,NA,NA,NA,645.429316192013,645.429316192013,NA,1
816210,68560,"TANNER",1,42,42,2,NA,NA,NA,NA,NA,21.7290447907724,21.7290447907724,NA,1
816210,68560,"TANNER",1,119,119,2,NA,NA,NA,NA,NA,505.760379976574,505.760379976574,NA,1
816210,68560,"TANNER",1,142,142,4,NA,NA,NA,NA,NA,862.715394025268,862.715394025268,NA,1
816210,68560,"TANNER",1,95,95,4,NA,NA,NA,NA,NA,256.040999756374,256.040999756374,NA,1
816210,68560,"TANNER",1,118,118,4,NA,NA,NA,NA,NA,493.024864523101,493.024864523101,NA,1
816210,68560,"TANNER",1,120,120,4,NA,NA,NA,NA,NA,518.714155649783,518.714155649783,NA,1
816210,68560,"TANNER",1,108,108,4,NA,NA,NA,NA,NA,377.261799561032,377.261799561032,NA,1
816210,68560,"TANNER",1,124,124,4,NA,NA,NA,NA,NA,572.749363496811,572.749363496811,NA,1
816210,68560,"TANNER",1,116,116,4,NA,NA,NA,NA,NA,468.201116464652,468.201116464652,NA,1
816210,68560,"TANNER",2,75,75,4,0,1,NA,NA,NA,107.559528588825,107.559528588825,NA,1
816210,68560,"TANNER",2,75,75,4,1,3,NA,NA,NA,120.130261598184,120.130261598184,NA,1
816210,68580,"SNOW",2,74,74,2,1,5,NA,NA,NA,133.989373716654,133.989373716654,NA,1
816210,68580,"SNOW",2,73,73,2,1,5,NA,NA,NA,129.141099494507,129.141099494507,NA,1
816210,68580,"SNOW",2,73,73,2,1,5,NA,NA,NA,129.141099494507,129.141099494507,NA,1
816210,68580,"SNOW",2,70,70,2,1,5,NA,NA,NA,115.26493627158,115.26493627158,NA,1
816210,68580,"SNOW",2,79,79,2,1,5,NA,NA,NA,159.951214089222,159.951214089222,NA,1
816210,68580,"SNOW",2,79,79,2,1,5,NA,NA,NA,159.951214089222,159.951214089222,NA,1
816210,68580,"SNOW",2,74,74,2,1,5,NA,NA,NA,133.989373716654,133.989373716654,NA,1
816210,68580,"SNOW",2,75,75,2,1,5,NA,NA,NA,138.950906444743,138.950906444743,NA,1
816210,68580,"SNOW",2,75,75,2,1,5,NA,NA,NA,138.950906444743,138.950906444743,NA,1
816210,68580,"SNOW",2,76,76,2,1,5,NA,NA,NA,144.026780388205,144.026780388205,NA,1
816210,68580,"SNOW",2,69,69,2,1,5,NA,NA,NA,110.858782440677,110.858782440677,NA,1
816210,68580,"SNOW",2,71,71,2,1,5,NA,NA,NA,119.779974307519,119.779974307519,NA,1
816210,68580,"SNOW",2,69,69,2,1,5,NA,NA,NA,110.858782440677,110.858782440677,NA,1
816210,68580,"SNOW",2,69,69,2,1,5,NA,NA,NA,110.858782440677,110.858782440677,NA,1
816210,68580,"SNOW",2,75,75,2,1,5,NA,NA,NA,138.950906444743,138.950906444743,NA,1
816210,68580,"SNOW",2,76,76,2,1,5,NA,NA,NA,144.026780388205,144.026780388205,NA,1
816210,68580,"SNOW",2,77,77,2,1,5,NA,NA,NA,149.21807406042,149.21807406042,NA,1
816210,68580,"SNOW",2,72,72,2,1,5,NA,NA,NA,124.404996799447,124.404996799447,NA,1
816210,68580,"SNOW",2,74,74,2,1,5,NA,NA,NA,133.989373716654,133.989373716654,NA,1
816210,68580,"SNOW",2,72,72,2,1,5,NA,NA,NA,124.404996799447,124.404996799447,NA,1
816210,68580,"SNOW",2,68,68,2,1,5,NA,NA,NA,106.56040797679,106.56040797679,NA,1
816210,68580,"SNOW",2,67,67,2,1,5,NA,NA,NA,102.368703368796,102.368703368796,NA,1
816210,68580,"SNOW",2,67,67,2,1,5,NA,NA,NA,102.368703368796,102.368703368796,NA,1
816210,68580,"SNOW",2,71,71,2,1,5,NA,NA,NA,119.779974307519,119.779974307519,NA,1
816210,68580,"SNOW",2,73,73,2,1,5,NA,NA,NA,129.141099494507,129.141099494507,NA,1
816210,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1.6781
816210,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1.6781
816210,68580,"SNOW",1,93,93,2,NA,NA,NA,NA,NA,333.734403789344,333.734403789344,NA,1.6781
816210,68580,"SNOW",1,81,81,2,NA,NA,NA,NA,NA,217.556574226675,217.556574226675,NA,1.6781
816210,68580,"SNOW",1,99,99,2,NA,NA,NA,NA,NA,405.040410695875,405.040410695875,NA,1.6781
816210,68580,"SNOW",1,99,99,2,NA,NA,NA,NA,NA,405.040410695875,405.040410695875,NA,1.6781
816210,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1.6781
816210,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1.6781
816210,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,88,88,2,NA,NA,NA,NA,NA,281.232852026961,281.232852026961,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,83,83,2,NA,NA,NA,NA,NA,234.628973302234,234.628973302234,NA,1.6781
816210,68580,"SNOW",1,80,80,2,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1.6781
816210,68580,"SNOW",1,88,88,2,NA,NA,NA,NA,NA,281.232852026961,281.232852026961,NA,1.6781
816210,68580,"SNOW",1,77,77,2,NA,NA,NA,NA,NA,185.973180915107,185.973180915107,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1.6781
816210,68580,"SNOW",1,103,103,2,NA,NA,NA,NA,NA,457.907117540332,457.907117540332,NA,1.6781
816210,68580,"SNOW",1,93,93,2,NA,NA,NA,NA,NA,333.734403789344,333.734403789344,NA,1.6781
816210,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1.6781
816210,68580,"SNOW",1,99,99,2,NA,NA,NA,NA,NA,405.040410695875,405.040410695875,NA,1.6781
816210,68580,"SNOW",1,97,97,2,NA,NA,NA,NA,NA,380.229646370315,380.229646370315,NA,1.6781
816210,68580,"SNOW",1,101,101,2,NA,NA,NA,NA,NA,430.924959296404,430.924959296404,NA,1.6781
816210,68580,"SNOW",1,76,76,2,NA,NA,NA,NA,NA,178.593974565467,178.593974565467,NA,1.6781
816210,68580,"SNOW",1,69,69,2,NA,NA,NA,NA,NA,132.40126185963,132.40126185963,NA,1.6781
816210,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1.6781
816210,68580,"SNOW",1,77,77,2,NA,NA,NA,NA,NA,185.973180915107,185.973180915107,NA,1.6781
816210,68580,"SNOW",1,85,85,2,NA,NA,NA,NA,NA,252.586315169063,252.586315169063,NA,1.6781
816210,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1.6781
816210,68580,"SNOW",1,83,83,2,NA,NA,NA,NA,NA,234.628973302234,234.628973302234,NA,1.6781
816210,68580,"SNOW",1,93,93,2,NA,NA,NA,NA,NA,333.734403789344,333.734403789344,NA,1.6781
816210,68580,"SNOW",1,85,85,2,NA,NA,NA,NA,NA,252.586315169063,252.586315169063,NA,1.6781
816210,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1.6781
816210,68580,"SNOW",1,96,96,2,NA,NA,NA,NA,NA,368.219500648081,368.219500648081,NA,1.6781
816210,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,90,90,2,NA,NA,NA,NA,NA,301.505151210144,301.505151210144,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,96,96,2,NA,NA,NA,NA,NA,368.219500648081,368.219500648081,NA,1.6781
816210,68580,"SNOW",1,95,95,2,NA,NA,NA,NA,NA,356.468887721105,356.468887721105,NA,1.6781
816210,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1.6781
816210,68580,"SNOW",1,80,80,2,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1.6781
816210,68580,"SNOW",1,95,95,2,NA,NA,NA,NA,NA,356.468887721105,356.468887721105,NA,1.6781
816210,68580,"SNOW",1,64,64,2,NA,NA,NA,NA,NA,104.883604532211,104.883604532211,NA,1.6781
816210,68580,"SNOW",1,62,62,2,NA,NA,NA,NA,NA,95.0608731048404,95.0608731048404,NA,1.6781
816210,68580,"SNOW",1,63,63,2,NA,NA,NA,NA,NA,99.8904975145986,99.8904975145986,NA,1.6781
816210,68580,"SNOW",1,87,87,2,NA,NA,NA,NA,NA,271.452024566283,271.452024566283,NA,1.6781
816210,68580,"SNOW",1,101,101,2,NA,NA,NA,NA,NA,430.924959296404,430.924959296404,NA,1.6781
816210,68580,"SNOW",1,84,84,2,NA,NA,NA,NA,NA,243.495563611932,243.495563611932,NA,1.6781
816210,68580,"SNOW",1,89,89,2,NA,NA,NA,NA,NA,291.249579906558,291.249579906558,NA,1.6781
816210,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1.6781
816210,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1.6781
816210,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1.6781
816210,68580,"SNOW",1,88,88,2,NA,NA,NA,NA,NA,281.232852026961,281.232852026961,NA,1.6781
816210,68580,"SNOW",1,88,88,2,NA,NA,NA,NA,NA,281.232852026961,281.232852026961,NA,1.6781
816210,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1.6781
816210,68580,"SNOW",1,88,88,2,NA,NA,NA,NA,NA,281.232852026961,281.232852026961,NA,1.6781
816211,68560,"TANNER",1,98,98,4,NA,NA,NA,NA,NA,281.265062381467,281.265062381467,NA,1
816211,68560,"TANNER",1,89,89,4,NA,NA,NA,NA,NA,210.223654967769,210.223654967769,NA,1
816211,68560,"TANNER",1,120,120,4,NA,NA,NA,NA,NA,518.714155649783,518.714155649783,NA,1
816211,68560,"TANNER",1,112,112,4,NA,NA,NA,NA,NA,421.090286922042,421.090286922042,NA,1
816211,68560,"TANNER",1,108,108,4,NA,NA,NA,NA,NA,377.261799561032,377.261799561032,NA,1
816211,68560,"TANNER",1,113,113,4,NA,NA,NA,NA,NA,432.555593999479,432.555593999479,NA,1
816211,68560,"TANNER",1,121,121,4,NA,NA,NA,NA,NA,531.888066432008,531.888066432008,NA,1
816211,68560,"TANNER",1,101,101,4,NA,NA,NA,NA,NA,308.099883992676,308.099883992676,NA,1
816211,68560,"TANNER",1,115,115,4,NA,NA,NA,NA,NA,456.109135836246,456.109135836246,NA,1
816211,68580,"SNOW",1,107,107,2,NA,NA,NA,NA,NA,515.259793289601,515.259793289601,NA,1
816211,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1
816211,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1
816211,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1
816211,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1
816211,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1
816211,68580,"SNOW",1,95,95,2,NA,NA,NA,NA,NA,356.468887721105,356.468887721105,NA,1
816211,68580,"SNOW",1,99,99,2,NA,NA,NA,NA,NA,405.040410695875,405.040410695875,NA,1
816211,68580,"SNOW",1,96,96,2,NA,NA,NA,NA,NA,368.219500648081,368.219500648081,NA,1
816211,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1
816211,68580,"SNOW",1,90,90,2,NA,NA,NA,NA,NA,301.505151210144,301.505151210144,NA,1
816211,68580,"SNOW",1,95,95,2,NA,NA,NA,NA,NA,356.468887721105,356.468887721105,NA,1
816211,68580,"SNOW",1,84,84,2,NA,NA,NA,NA,NA,243.495563611932,243.495563611932,NA,1
816211,68580,"SNOW",1,60,60,2,NA,NA,NA,NA,NA,85.8806961290526,85.8806961290526,NA,1
816211,68580,"SNOW",1,86,86,2,NA,NA,NA,NA,NA,261.904157770242,261.904157770242,NA,1
816211,68580,"SNOW",1,102,102,2,NA,NA,NA,NA,NA,444.277346323576,444.277346323576,NA,1
816211,68580,"SNOW",1,85,85,2,NA,NA,NA,NA,NA,252.586315169063,252.586315169063,NA,1
816211,68580,"SNOW",1,60,60,2,NA,NA,NA,NA,NA,85.8806961290526,85.8806961290526,NA,1
816211,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1
816211,68580,"SNOW",1,84,84,2,NA,NA,NA,NA,NA,243.495563611932,243.495563611932,NA,1
816211,68580,"SNOW",1,95,95,2,NA,NA,NA,NA,NA,356.468887721105,356.468887721105,NA,1
816211,68580,"SNOW",1,96,96,2,NA,NA,NA,NA,NA,368.219500648081,368.219500648081,NA,1
816211,68580,"SNOW",1,91,91,2,NA,NA,NA,NA,NA,312.002512160583,312.002512160583,NA,1
816211,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1
816211,68580,"SNOW",1,87,87,2,NA,NA,NA,NA,NA,271.452024566283,271.452024566283,NA,1
816211,68580,"SNOW",1,72,72,2,NA,NA,NA,NA,NA,151.056670473612,151.056670473612,NA,1
816211,68580,"SNOW",1,87,87,2,NA,NA,NA,NA,NA,271.452024566283,271.452024566283,NA,1
816211,68580,"SNOW",1,84,84,2,NA,NA,NA,NA,NA,243.495563611932,243.495563611932,NA,1
816211,68580,"SNOW",1,92,92,2,NA,NA,NA,NA,NA,322.744612166237,322.744612166237,NA,1
816211,68580,"SNOW",1,90,90,2,NA,NA,NA,NA,NA,301.505151210144,301.505151210144,NA,1
816211,68580,"SNOW",1,98,98,2,NA,NA,NA,NA,NA,392.502292767334,392.502292767334,NA,1
816211,68580,"SNOW",1,99,99,2,NA,NA,NA,NA,NA,405.040410695875,405.040410695875,NA,1
816211,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1
816211,68580,"SNOW",1,100,100,2,NA,NA,NA,NA,NA,417.846973962444,417.846973962444,NA,1
816211,68580,"SNOW",1,75,75,2,NA,NA,NA,NA,NA,171.415616346091,171.415616346091,NA,1
816211,68580,"SNOW",1,87,87,2,NA,NA,NA,NA,NA,271.452024566283,271.452024566283,NA,1
816211,68580,"SNOW",1,108,108,2,NA,NA,NA,NA,NA,530.321321615836,530.321321615836,NA,1
816211,68580,"SNOW",1,79,79,2,NA,NA,NA,NA,NA,201.345748043429,201.345748043429,NA,1
816211,68580,"SNOW",1,80,80,2,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1
816211,68580,"SNOW",1,65,65,2,NA,NA,NA,NA,NA,110.043043663286,110.043043663286,NA,1
816211,68580,"SNOW",1,94,94,2,NA,NA,NA,NA,NA,344.974842715057,344.974842715057,NA,1
816211,68580,"SNOW",1,80,80,2,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1
816211,68580,"SNOW",1,80,80,3,NA,NA,NA,NA,NA,209.344922966998,209.344922966998,NA,1
816211,68580,"SNOW",1,65,65,3,NA,NA,NA,NA,NA,110.043043663286,110.043043663286,NA,1
816211,68580,"SNOW",1,61,61,3,NA,NA,NA,NA,NA,90.3918861930554,90.3918861930554,NA,1
816211,68580,"SNOW",1,56,56,4,NA,NA,NA,NA,NA,69.3572511892298,69.3572511892298,NA,1
816211,68580,"SNOW",1,66,66,4,NA,NA,NA,NA,NA,115.371668747094,115.371668747094,NA,1
816211,68580,"SNOW",1,65,65,4,NA,NA,NA,NA,NA,110.043043663286,110.043043663286,NA,1
816211,68560,"TANNER",1,97,97,4,NA,NA,NA,NA,NA,272.680557044323,272.680557044323,NA,1
816211,68560,"TANNER",1,117,117,4,NA,NA,NA,NA,NA,480.505734748787,480.505734748787,NA,1
816211,68560,"TANNER",1,92,92,4,NA,NA,NA,NA,NA,232.377313189384,232.377313189384,NA,1
816211,68560,"TANNER",1,123,123,4,NA,NA,NA,NA,NA,558.903794607152,558.903794607152,NA,1
816211,68560,"TANNER",1,65,65,4,NA,NA,NA,NA,NA,81.3262708101126,81.3262708101126,NA,1
816211,68560,"TANNER",1,117,117,3,NA,NA,NA,NA,NA,480.505734748787,480.505734748787,NA,1
816211,68560,"TANNER",1,110,110,3,NA,NA,NA,NA,NA,398.773238522713,398.773238522713,NA,1
816211,68560,"TANNER",1,125,125,3,NA,NA,NA,NA,NA,586.822570483512,586.822570483512,NA,1
816211,68560,"TANNER",1,86,86,3,NA,NA,NA,NA,NA,189.529713717367,189.529713717367,NA,1
816211,68560,"TANNER",1,115,115,3,NA,NA,NA,NA,NA,456.109135836246,456.109135836246,NA,1
816211,68560,"TANNER",1,88,88,3,NA,NA,NA,NA,NA,203.165967219316,203.165967219316,NA,1
816211,68560,"TANNER",1,89,89,3,NA,NA,NA,NA,NA,210.223654967769,210.223654967769,NA,1
816211,68560,"TANNER",1,108,108,2,NA,NA,NA,NA,NA,377.261799561032,377.261799561032,NA,1
816211,68560,"TANNER",1,87,87,2,NA,NA,NA,NA,NA,196.26860746893,196.26860746893,NA,1
816211,68560,"TANNER",2,92,92,4,1,5,NA,NA,NA,217.191523430369,217.191523430369,NA,1
816211,68560,"TANNER",2,82,82,4,1,5,NA,NA,NA,155.59083445181,155.59083445181,NA,1
816211,68560,"TANNER",2,84,84,4,1,5,NA,NA,NA,166.847620011365,166.847620011365,NA,1
