"HAULJOIN","CRUISE","VESSEL","HAUL","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","SAMPLING_FACTOR","CHELA_HEIGHT","STATIONID"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,102,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,94,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,83,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,92,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,94,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,109,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,107,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,94,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,93,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,75,5,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,115,4,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,110,1,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,127,1,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,122,1,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,103,1,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,52,4,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,59,4,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,67,3,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,70,3,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,93,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,88,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,95,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,88,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,90,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,91,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,87,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,109,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,103,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,85,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,103,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,83,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,84,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,83,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,96,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,110,1,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,76,4,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,70,4,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,58,3,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,62,3,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,57,3,1,NA,"F-05"
821851,199501,88,229,68580,2,NA,82,2,1,NA,"F-05"
821851,199501,88,229,68580,2,NA,77,2,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,132,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,103,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,105,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,120,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,124,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,88,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,122,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,126,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,123,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,121,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,133,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,113,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,135,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,108,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,135,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,130,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,91,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,117,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,127,4,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,140,1,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,35,2,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,132,1,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,123,2,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,153,1,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,139,3,1,NA,"F-05"
821851,199501,88,229,68560,1,NA,104,2,1,NA,"F-05"
821851,199501,88,229,68560,2,NA,56,2,1,NA,"F-05"
821851,199501,88,229,68560,2,NA,65,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,73,4,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,75,4,1,NA,"F-05"
821850,199501,88,228,68560,1,NA,123,2,1,NA,"F-05"
821850,199501,88,228,68560,1,NA,119,4,1,NA,"F-05"
821850,199501,88,228,68560,1,NA,111,5,1,NA,"F-05"
821850,199501,88,228,68560,1,NA,36,2,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,89,4,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,78,4,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,82,2,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,69,3,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,40,2,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,38,2,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,41,2,1,NA,"F-05"
821850,199501,88,228,68560,2,NA,43,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,94,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,99,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,103,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,102,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,91,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,92,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,111,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,87,2,1,NA,"F-05"
821845,199501,88,223,68580,1,NA,96,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,94,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,46,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,103,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,96,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,93,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,99,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,97,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,90,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,88,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,101,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,74,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,83,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,107,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,105,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,83,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,91,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,85,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,86,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,84,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,93,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,89,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,89,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,74,2,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,100,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,71,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,61,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,63,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,59,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,74,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,78,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,75,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,60,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,64,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,69,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,57,3,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,61,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,68,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,69,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,62,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,62,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,56,4,1,NA,"F-04"
821843,199501,88,221,68580,1,NA,84,5,1,NA,"F-04"
821843,199501,88,221,68580,2,NA,71,2,1,NA,"F-04"
821843,199501,88,221,68580,2,NA,70,2,1,NA,"F-04"
821843,199501,88,221,68580,2,NA,71,2,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,35,2,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,129,4,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,98,4,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,125,4,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,110,4,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,109,5,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,116,3,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,116,3,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,124,2,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,110,3,1,NA,"F-04"
821843,199501,88,221,68560,1,NA,99,2,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,77,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,93,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,85,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,77,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,76,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,51,2,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,48,2,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,93,5,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,76,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,95,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,92,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,78,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,78,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,92,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,90,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,93,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,97,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,86,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,71,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,70,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,76,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,74,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,75,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,84,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,70,4,1,NA,"F-04"
821843,199501,88,221,68560,2,NA,95,3,1,NA,"F-04"
821844,199501,88,222,68580,1,NA,54,3,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,68,3,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,64,3,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,70,4,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,77,4,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,58,4,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,60,4,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,78,4,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,68,4,2.2361,NA,"F-04"
821850,199501,88,228,68580,1,NA,78,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,95,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,102,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,94,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,96,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,97,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,92,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,83,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,88,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,86,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,91,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,96,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,94,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,94,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,87,2,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,118,4,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,89,1,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,114,1,1,NA,"F-05"
821850,199501,88,228,68580,1,NA,108,1,1,NA,"F-05"
821844,199501,88,222,68580,1,NA,88,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,99,2,2.2361,NA,"F-04"
821844,199501,88,222,68560,2,NA,74,4,1,NA,"F-04"
821844,199501,88,222,68560,2,NA,74,4,1,NA,"F-04"
821844,199501,88,222,68560,2,NA,72,4,1,NA,"F-04"
821844,199501,88,222,68560,2,NA,79,4,1,NA,"F-04"
821844,199501,88,222,68560,2,NA,82,4,1,NA,"F-04"
821844,199501,88,222,68560,2,NA,72,4,1,NA,"F-04"
821844,199501,88,222,68580,1,NA,70,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,90,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,92,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,98,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,93,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,79,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,95,2,2.2361,NA,"F-04"
821844,199501,88,222,68580,1,NA,83,2,2.2361,NA,"F-04"
821851,199501,88,229,68580,1,NA,97,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,87,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,57,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,85,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,88,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,102,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,92,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,98,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,95,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,90,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,94,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,91,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,84,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,85,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,97,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,94,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,88,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,99,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,91,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,105,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,93,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,91,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,89,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,85,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,105,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,82,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,100,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,90,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,80,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,85,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,88,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,92,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,89,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,93,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,103,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,90,2,1,NA,"F-05"
821851,199501,88,229,68580,1,NA,102,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,98,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,86,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,97,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,100,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,88,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,93,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,95,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,106,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,88,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,84,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,86,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,85,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,90,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,83,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,95,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,92,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,112,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,81,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,89,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,101,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,92,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,90,2,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,111,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,99,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,109,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,91,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,115,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,117,1,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,61,5,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,55,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,56,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,63,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,58,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,56,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,56,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,57,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,61,4,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,62,3,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,56,3,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,68,3,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,63,3,1,NA,"F-05"
821856,199501,88,235,68580,1,NA,62,3,1,NA,"F-05"
821856,199501,88,235,68580,2,NA,73,2,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,127,1,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,124,2,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,69,2,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,138,1,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,136,1,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,118,2,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,122,1,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,122,2,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,118,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,111,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,132,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,115,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,108,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,130,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,115,4,1,NA,"F-05"
821856,199501,88,235,68560,1,NA,131,4,1,NA,"F-05"
821857,199501,88,236,68560,1,NA,138,4,1,NA,"F-08"
821857,199501,88,236,68560,1,NA,150,4,1,NA,"F-08"
821857,199501,88,236,68560,1,NA,135,4,1,NA,"F-08"
821857,199501,88,236,68560,1,NA,135,4,1,NA,"F-08"
821857,199501,88,236,68560,1,NA,138,4,1,NA,"F-08"
821857,199501,88,236,68560,1,NA,110,3,1,NA,"F-08"
821845,199501,88,223,68580,1,NA,51,4,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,64,4,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,65,4,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,60,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,118,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,69,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,57,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,57,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,68,3,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,96,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,114,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,97,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,89,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,80,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,75,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,85,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,82,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,86,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,90,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,114,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,89,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,91,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,88,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,99,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,82,2,1,NA,"F-04"
821858,199501,88,230,68580,1,NA,100,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,88,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,93,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,89,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,90,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,83,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,97,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,90,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,91,2,1,NA,"F-05"
821845,199501,88,223,68580,1,NA,82,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,89,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,81,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,91,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,89,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,100,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,82,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,91,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,86,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,86,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,107,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,85,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,92,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,80,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,105,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,100,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,100,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,86,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821845,199501,88,223,68580,1,NA,83,2,1,NA,"F-04"
821858,199501,88,230,68580,1,NA,108,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,103,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,84,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,89,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,109,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,97,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,92,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,96,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,79,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,91,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,130,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,97,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,103,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,81,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,90,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,99,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,90,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,87,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,85,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,84,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,101,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,70,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,88,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,84,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,109,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,103,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,100,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,107,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,93,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,89,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,84,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,81,2,1,NA,"F-05"
821858,199501,88,230,68580,1,NA,89,2,1,NA,"F-05"
