SPECIES_CODE,SEX,WIDTH,LENGTH,SHELL_CONDITION,SAMPLING_FACTOR,VESSEL,HAUL,CRUISE
68580,1,50,,2,9.5811,88,145,199801
68580,1,45,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,45,,2,9.5811,88,145,199801
68580,1,44,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,66,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,51,,2,9.5811,88,145,199801
68580,1,53,,2,9.5811,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,1,45,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,52,,2,9.5811,88,145,199801
68580,1,50,,2,9.5811,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,51,,2,9.5811,88,145,199801
68580,1,59,,2,9.5811,88,145,199801
68580,1,54,,2,9.5811,88,145,199801
68580,1,47,,2,9.5811,88,145,199801
68580,1,42,,2,9.5811,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,70,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,63,,2,9.5811,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,47,,2,9.5811,88,145,199801
68580,1,45,,2,9.5811,88,145,199801
68580,1,47,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,53,,2,9.5811,88,145,199801
68580,1,50,,2,9.5811,88,145,199801
68580,1,53,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,50,,2,9.5811,88,145,199801
68580,1,51,,2,9.5811,88,145,199801
68580,1,54,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,44,,2,9.5811,88,145,199801
68580,1,48,,1,9.5811,88,145,199801
68580,2,57,,2,14.4737,88,145,199801
68580,1,70,,2,9.5811,88,145,199801
68580,1,47,,2,9.5811,88,145,199801
68580,1,49,,2,9.5811,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,53,,2,9.5811,88,145,199801
68580,1,51,,2,9.5811,88,145,199801
68580,1,44,,2,9.5811,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,52,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,1,64,,1,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,56,,1,9.5811,88,145,199801
68580,1,48,,2,9.5811,88,145,199801
68580,1,60,,1,9.5811,88,145,199801
68580,1,48,,1,9.5811,88,145,199801
68580,1,61,,1,9.5811,88,145,199801
68580,1,51,,1,9.5811,88,145,199801
68580,1,60,,1,9.5811,88,145,199801
68580,1,49,,1,9.5811,88,145,199801
68580,1,63,,1,9.5811,88,145,199801
68580,1,45,,2,9.5811,88,145,199801
68580,2,63,,2,14.4737,88,145,199801
68580,1,50,,2,9.5811,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,60,,2,14.4737,88,145,199801
68580,2,51,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,2,56,,2,14.4737,88,145,199801
68580,2,63,,2,14.4737,88,145,199801
68580,2,62,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,60,,2,14.4737,88,145,199801
68580,1,47,,2,9.5811,88,145,199801
68580,2,55,,2,14.4737,88,145,199801
68580,1,58,,2,9.5811,88,145,199801
68580,2,44,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,1,43,,1,9.5811,88,145,199801
68580,2,57,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,52,,2,14.4737,88,145,199801
68580,2,61,,2,14.4737,88,145,199801
68580,2,53,,2,14.4737,88,145,199801
68580,2,61,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,53,,2,14.4737,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,1,55,,3,9.5811,88,145,199801
68580,2,57,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,51,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,55,,2,14.4737,88,145,199801
68580,2,51,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,2,57,,2,14.4737,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,44,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,51,,2,14.4737,88,145,199801
68580,2,59,,2,14.4737,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,55,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,1,48,,1,9.5811,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,53,,2,14.4737,88,145,199801
68580,1,46,,2,9.5811,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,53,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,59,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,58,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,45,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,2,50,,2,14.4737,88,145,199801
68580,2,49,,2,14.4737,88,145,199801
68580,2,54,,2,14.4737,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,2,46,,2,14.4737,88,145,199801
68580,2,55,,2,14.4737,88,145,199801
68580,2,48,,2,14.4737,88,145,199801
68580,2,47,,2,14.4737,88,145,199801
68580,2,53,,2,14.4737,88,145,199801
68580,2,45,,2,14.4737,88,145,199801
68580,1,70,,2,1,89,146,199801
68580,1,72,,3,1,89,146,199801
68580,1,84,,3,1,89,146,199801
68580,2,41,,2,1,89,146,199801
68580,1,17,,2,1,89,146,199801
68580,2,29,,2,1,89,146,199801
68580,2,21,,2,1,89,146,199801
68580,2,19,,2,1,89,146,199801
68580,2,20,,2,1,89,146,199801
68580,2,38,,2,1,89,146,199801
68580,2,30,,2,1,89,146,199801
68580,2,30,,2,1,89,146,199801
68580,2,21,,2,1,89,146,199801
68580,2,20,,2,1,89,146,199801
68580,2,17,,2,1,89,146,199801
68580,1,77,,3,1,89,146,199801
68580,2,20,,2,1,89,146,199801
68580,1,104,,2,1,89,146,199801
68580,1,92,,2,1,89,146,199801
68580,2,53,,2,1,89,146,199801
68580,1,78,,3,1,89,146,199801
68580,1,77,,3,1,89,146,199801
68580,1,76,,3,1,89,146,199801
68580,1,19,,2,1,89,146,199801
68580,1,17,,2,1,89,146,199801
68580,1,17,,2,1,89,146,199801
68580,1,15,,2,1,89,146,199801
68580,1,30,,2,1,89,146,199801
68580,2,32,,2,1,89,146,199801
68580,1,27,,2,1,89,146,199801
68580,1,80,,3,1,89,146,199801
68580,1,87,,3,1,89,146,199801
68580,2,32,,2,1,89,146,199801
68580,2,44,,2,1,89,146,199801
68580,2,43,,2,1,89,146,199801
68580,2,38,,2,1,89,146,199801
68580,2,32,,2,1,89,146,199801
68580,2,37,,2,1,89,146,199801
68580,1,24,,2,1,89,146,199801
68580,1,69,,2,1,89,146,199801
68580,1,81,,3,1,89,146,199801
68580,1,18,,2,1,89,146,199801
68580,1,109,,2,1,89,146,199801
68580,1,70,,2,1,89,146,199801
68580,1,117,,2,1,89,146,199801
68580,1,110,,2,1,89,146,199801
68580,1,113,,2,1,89,146,199801
68580,1,72,,2,1,89,146,199801
68580,1,92,,2,1,89,146,199801
68580,1,87,,2,1,89,146,199801
68580,1,107,,2,1,89,146,199801
68580,1,130,,2,1,89,146,199801
68580,1,79,,3,1,89,146,199801
68580,2,20,,2,1,89,146,199801
68580,2,21,,2,1,89,146,199801
68580,2,20,,2,1,89,146,199801
68580,1,67,,2,1,89,146,199801
68580,1,120,,2,1,89,146,199801
68580,1,86,,3,1,89,146,199801
68580,1,85,,3,1,89,146,199801
68580,1,95,,3,1,89,146,199801
68580,1,78,,3,1,89,146,199801
68580,1,77,,3,1,89,146,199801
68580,1,86,,4,1,89,146,199801
68580,1,90,,3,1,89,146,199801
68580,1,93,,3,1,89,146,199801
68580,1,121,,2,1,89,146,199801
68580,1,87,,3,1,89,146,199801
68580,1,75,,3,1,89,146,199801
68580,1,72,,3,1,89,146,199801
68580,1,93,,3,1,89,146,199801
68580,1,87,,3,1,89,146,199801
68580,1,103,,2,1,89,146,199801
68580,1,19,,2,1,89,146,199801
68580,2,17,,2,1,89,146,199801
68580,1,82,,3,1,89,146,199801
69322,1,,181,2,1,89,146,199801
68580,1,87,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,2,61,,2,1,88,150,199801
68580,1,78,,2,1,88,150,199801
68580,1,69,,2,1,88,150,199801
68580,1,62,,2,1,88,150,199801
68580,1,70,,3,1,88,150,199801
68580,1,71,,2,1,88,150,199801
68580,1,69,,3,1,88,150,199801
68580,1,82,,4,1,88,150,199801
68580,1,95,,4,1,88,150,199801
68580,1,79,,4,1,88,150,199801
68580,1,79,,3,1,88,150,199801
68580,1,76,,3,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,60,,2,1,88,150,199801
68580,1,93,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,75,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,66,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,67,,2,1,88,150,199801
68580,1,97,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,75,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,66,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,2,57,,2,1,88,150,199801
68580,2,63,,3,1,88,150,199801
68580,2,49,,3,1,88,150,199801
68580,2,44,,3,1,88,150,199801
68580,2,47,,3,1,88,150,199801
68580,1,70,,1,1,88,150,199801
68580,1,82,,1,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,70,,3,1,88,150,199801
68580,1,63,,3,1,88,150,199801
68580,1,76,,3,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,75,,3,1,88,150,199801
68580,1,76,,2,1,88,150,199801
68580,1,59,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,69,,3,1,88,150,199801
68580,1,66,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,63,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,75,,4,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,81,,3,1,88,150,199801
68580,1,75,,2,1,88,150,199801
68580,1,96,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,110,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,99,,2,1,88,150,199801
68580,1,67,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,91,,2,1,88,150,199801
68580,1,88,,2,1,88,150,199801
68580,1,73,,2,1,88,150,199801
68580,1,55,,2,1,88,150,199801
68580,1,69,,2,1,88,150,199801
68580,1,69,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,76,,4,1,88,150,199801
68580,1,66,,2,1,88,150,199801
68580,1,65,,2,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,94,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,63,,2,1,88,150,199801
68580,1,88,,2,1,88,150,199801
68580,1,95,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,73,,1,1,88,150,199801
68580,1,93,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,58,,2,1,88,150,199801
68580,1,72,,2,1,88,150,199801
68580,1,91,,2,1,88,150,199801
68580,1,92,,2,1,88,150,199801
68580,1,62,,2,1,88,150,199801
68580,1,72,,2,1,88,150,199801
68580,1,95,,2,1,88,150,199801
68580,1,73,,2,1,88,150,199801
68580,1,93,,2,1,88,150,199801
68580,1,98,,2,1,88,150,199801
68580,1,81,,2,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,78,,2,1,88,150,199801
68580,1,78,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,91,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,92,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,71,,2,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,68,,1,1,88,150,199801
68580,1,76,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,2,56,,2,1,88,150,199801
68580,1,104,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,98,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,60,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,2,40,,3,1,88,150,199801
68580,1,60,,2,1,88,150,199801
68580,1,81,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,81,,2,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,65,,2,1,88,150,199801
68580,1,74,,2,1,88,150,199801
68580,1,73,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,78,,2,1,88,150,199801
68580,1,94,,2,1,88,150,199801
68580,1,81,,2,1,88,150,199801
68580,1,94,,2,1,88,150,199801
68580,1,89,,2,1,88,150,199801
68580,1,97,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,64,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,62,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,101,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,78,,2,1,88,150,199801
68580,1,95,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,63,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,81,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,69,,2,1,88,150,199801
68580,1,65,,2,1,88,150,199801
68580,1,92,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,79,,2,1,88,150,199801
68580,1,97,,2,1,88,150,199801
68580,1,74,,1,1,88,150,199801
68580,1,64,,1,1,88,150,199801
68580,1,102,,1,1,88,150,199801
68580,1,80,,1,1,88,150,199801
68580,1,99,,1,1,88,150,199801
68580,1,83,,1,1,88,150,199801
68580,1,63,,1,1,88,150,199801
68580,1,80,,1,1,88,150,199801
68580,2,57,,2,1,88,150,199801
68580,2,56,,2,1,88,150,199801
68580,2,55,,2,1,88,150,199801
68580,2,53,,2,1,88,150,199801
68580,2,52,,2,1,88,150,199801
68580,1,71,,2,1,88,150,199801
68580,1,84,,1,1,88,150,199801
68580,1,55,,1,1,88,150,199801
68580,2,52,,2,1,88,150,199801
68580,1,78,,1,1,88,150,199801
68580,1,85,,1,1,88,150,199801
68580,1,100,,1,1,88,150,199801
68580,1,60,,1,1,88,150,199801
68580,1,69,,1,1,88,150,199801
68580,2,59,,2,1,88,150,199801
68580,2,1 48,,3,1,88,150,199801
68580,1,88,,2,1,88,150,199801
68580,1,82,,1,1,88,150,199801
68580,1,88,,1,1,88,150,199801
68580,1,78,,1,1,88,150,199801
68580,1,83,,1,1,88,150,199801
68580,2,56,,2,1,88,150,199801
68580,1,96,,1,1,88,150,199801
68580,1,86,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,83,,2,1,88,150,199801
68580,1,68,,2,1,88,150,199801
68580,1,88,,2,1,88,150,199801
68580,1,108,,1,1,88,150,199801
68580,1,84,,1,1,88,150,199801
68580,1,88,,1,1,88,150,199801
68580,1,77,,1,1,88,150,199801
68580,1,77,,1,1,88,150,199801
68580,1,67,,1,1,88,150,199801
68580,1,100,,1,1,88,150,199801
68580,2,43,,3,1,88,150,199801
68580,1,87,,1,1,88,150,199801
68580,1,84,,1,1,88,150,199801
68580,1,93,,2,1,88,150,199801
68580,1,68,,1,1,88,150,199801
68580,1,72,,1,1,88,150,199801
68580,1,68,,1,1,88,150,199801
68580,1,65,,1,1,88,150,199801
68580,1,96,,1,1,88,150,199801
68580,1,68,,2,1,88,150,199801
68580,1,97,,1,1,88,150,199801
68580,1,73,,1,1,88,150,199801
68580,1,81,,1,1,88,150,199801
68580,1,81,,1,1,88,150,199801
68580,1,66,,1,1,88,150,199801
68580,1,98,,1,1,88,150,199801
68580,1,85,,1,1,88,150,199801
68580,1,90,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,70,,2,1,88,150,199801
68580,1,46,,2,1,88,150,199801
68580,1,92,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,74,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,75,,2,1,88,150,199801
68580,1,63,,2,1,88,150,199801
68580,1,61,,2,1,88,150,199801
68580,1,85,,2,1,88,150,199801
68580,1,65,,2,1,88,150,199801
68580,1,82,,2,1,88,150,199801
68580,1,74,,2,1,88,150,199801
68580,1,67,,2,1,88,150,199801
68580,1,92,,2,1,88,150,199801
68580,1,74,,2,1,88,150,199801
68580,1,67,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,77,,2,1,88,150,199801
68580,1,91,,2,1,88,150,199801
68580,1,68,,2,1,88,150,199801
68580,1,84,,2,1,88,150,199801
68580,1,87,,2,1,88,150,199801
68580,1,62,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,80,,2,1,88,150,199801
68580,1,100,,2,1,88,150,199801
68560,1,40,,2,1,89,155,199801
68560,2,40,,2,1,89,155,199801
68560,2,42,,2,1,89,155,199801
68560,2,45,,2,1,89,155,199801
68560,1,87,,3,1,89,155,199801
68560,1,106,,3,1,89,155,199801
68560,1,106,,3,1,89,155,199801
68560,1,107,,3,1,89,155,199801
68560,1,107,,3,1,89,155,199801
68560,1,108,,3,1,89,155,199801
68560,1,108,,3,1,89,155,199801
68560,1,112,,3,1,89,155,199801
68560,1,122,,3,1,89,155,199801
68580,1,79,,3,2.6506,89,155,199801
68580,1,72,,3,2.6506,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,1,90,,3,2.6506,89,155,199801
68580,1,82,,3,2.6506,89,155,199801
68580,1,111,,3,2.6506,89,155,199801
68580,1,90,,3,2.6506,89,155,199801
68580,1,72,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,82,,3,2.6506,89,155,199801
68580,1,85,,3,2.6506,89,155,199801
68580,1,77,,3,2.6506,89,155,199801
68580,1,97,,3,2.6506,89,155,199801
68580,1,97,,3,2.6506,89,155,199801
68580,1,97,,3,2.6506,89,155,199801
68580,1,112,,3,2.6506,89,155,199801
68580,1,80,,3,2.6506,89,155,199801
68580,2,47,,4,126.53,89,155,199801
68580,1,91,,3,2.6506,89,155,199801
68580,1,91,,3,2.6506,89,155,199801
68580,1,86,,3,2.6506,89,155,199801
68580,1,77,,3,2.6506,89,155,199801
68580,1,64,,3,2.6506,89,155,199801
68580,1,82,,3,2.6506,89,155,199801
68580,1,85,,3,2.6506,89,155,199801
68580,1,97,,3,2.6506,89,155,199801
68580,1,80,,3,2.6506,89,155,199801
68580,1,71,,3,2.6506,89,155,199801
68580,2,57,,4,126.53,89,155,199801
68580,1,93,,3,2.6506,89,155,199801
68580,1,82,,3,2.6506,89,155,199801
68580,1,105,,3,2.6506,89,155,199801
68580,1,94,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,113,,3,2.6506,89,155,199801
68580,1,87,,3,2.6506,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,58,,4,126.53,89,155,199801
68580,2,61,,4,126.53,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,2,42,,4,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,2,45,,4,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,2,47,,4,126.53,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,1,94,,3,2.6506,89,155,199801
68580,2,55,,4,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,1,82,,3,2.6506,89,155,199801
68580,1,93,,3,2.6506,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,1,74,,3,2.6506,89,155,199801
68580,1,80,,3,2.6506,89,155,199801
68580,1,67,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,99,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,86,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,1,105,,3,2.6506,89,155,199801
68580,1,67,,3,2.6506,89,155,199801
68580,1,67,,3,2.6506,89,155,199801
68580,1,62,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,2,60,,4,126.53,89,155,199801
68580,1,62,,3,2.6506,89,155,199801
68580,1,96,,3,2.6506,89,155,199801
68580,1,97,,3,2.6506,89,155,199801
68580,1,89,,3,2.6506,89,155,199801
68580,2,52,,3,126.53,89,155,199801
68580,2,53,,4,126.53,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,2,54,,4,126.53,89,155,199801
68580,2,46,,3,126.53,89,155,199801
68580,2,43,,3,126.53,89,155,199801
68580,2,44,,3,126.53,89,155,199801
68580,1,99,,3,2.6506,89,155,199801
68580,2,47,,3,126.53,89,155,199801
68580,2,47,,3,126.53,89,155,199801
68580,2,59,,4,126.53,89,155,199801
68580,2,46,,3,126.53,89,155,199801
68580,2,53,,4,126.53,89,155,199801
68580,2,47,,3,126.53,89,155,199801
68580,2,48,,3,126.53,89,155,199801
68580,2,47,,2,126.53,89,155,199801
68580,2,47,,2,126.53,89,155,199801
68580,2,48,,2,126.53,89,155,199801
68580,2,53,,4,126.53,89,155,199801
68580,2,59,,4,126.53,89,155,199801
68580,2,54,,3,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,64,,4,126.53,89,155,199801
68580,2,57,,4,126.53,89,155,199801
68580,2,51,,3,126.53,89,155,199801
68580,2,57,,4,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,47,,4,126.53,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,2,55,,4,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,47,,4,126.53,89,155,199801
68580,2,58,,4,126.53,89,155,199801
68580,1,75,,3,2.6506,89,155,199801
68580,2,54,,4,126.53,89,155,199801
68580,2,45,,4,126.53,89,155,199801
68580,1,85,,3,2.6506,89,155,199801
68580,2,50,,4,126.53,89,155,199801
68580,2,54,,4,126.53,89,155,199801
68580,2,48,,4,126.53,89,155,199801
68580,2,50,,4,126.53,89,155,199801
68580,2,65,,4,126.53,89,155,199801
68580,2,55,,4,126.53,89,155,199801
68580,2,44,,4,126.53,89,155,199801
68580,2,49,,3,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,2,48,,4,126.53,89,155,199801
68580,2,51,,4,126.53,89,155,199801
68580,2,57,,4,126.53,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,2,47,,3,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,1,90,,3,2.6506,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,104,,3,2.6506,89,155,199801
68580,1,72,,3,2.6506,89,155,199801
68580,1,81,,3,2.6506,89,155,199801
68580,1,87,,3,2.6506,89,155,199801
68580,1,81,,3,2.6506,89,155,199801
68580,2,56,,4,126.53,89,155,199801
68580,1,100,,3,2.6506,89,155,199801
68580,2,53,,4,126.53,89,155,199801
68580,1,104,,3,2.6506,89,155,199801
68580,1,71,,3,2.6506,89,155,199801
68580,1,120,,3,2.6506,89,155,199801
68580,1,91,,3,2.6506,89,155,199801
68580,1,109,,3,2.6506,89,155,199801
68580,1,87,,3,2.6506,89,155,199801
68580,2,56,,4,126.53,89,155,199801
68580,1,65,,3,2.6506,89,155,199801
68580,2,52,,3,126.53,89,155,199801
68580,1,92,,3,2.6506,89,155,199801
68580,1,92,,2,2.6506,89,155,199801
68580,1,70,,4,2.6506,89,155,199801
68580,1,74,,4,2.6506,89,155,199801
68580,1,82,,4,2.6506,89,155,199801
68580,1,101,,3,2.6506,89,155,199801
68580,1,112,,3,2.6506,89,155,199801
68580,1,69,,3,2.6506,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,1,57,,3,2.6506,89,155,199801
68580,2,54,,4,126.53,89,155,199801
68580,1,72,,3,2.6506,89,155,199801
68580,1,72,,3,2.6506,89,155,199801
68580,2,57,,4,126.53,89,155,199801
68580,2,56,,4,126.53,89,155,199801
68580,2,52,,4,126.53,89,155,199801
68580,2,49,,4,126.53,89,155,199801
68580,2,58,,4,126.53,89,155,199801
68580,2,59,,4,126.53,89,155,199801
68580,2,48,,3,126.53,89,155,199801
68580,2,47,,3,126.53,89,155,199801
68580,2,59,,4,126.53,89,155,199801
68580,2,55,,4,126.53,89,155,199801
68580,1,94,,3,2.6506,89,155,199801
68580,2,41,,4,126.53,89,155,199801
68580,2,48,,3,126.53,89,155,199801
68580,1,62,,3,2.6506,89,155,199801
68580,1,96,,3,2.6506,89,155,199801
68580,1,109,,3,2.6506,89,155,199801
68580,1,57,,3,2.6506,89,155,199801
68580,1,98,,3,2.6506,89,155,199801
