CRAB_ID,HAULJOIN,CRUISE,VESSEL,HAUL,STATION,SPECIES_KFRC,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,SAMPLING_FACTOR,CHELA_HEIGHT,MERUS_LENGTH,COMMENTS,GIS_STATION
3904400,-23948,202401,162,235,M-27,,68560,1,,48.5,2,,,,,,,,,1,,,,M-27
3904401,-23948,202401,162,235,M-27,,68560,1,,48.8,2,,,,,,,,,1,,,,M-27
3904402,-23948,202401,162,235,M-27,,68560,1,,45,2,,,,,,,,,1,,,,M-27
3904403,-23948,202401,162,235,M-27,,68560,1,,62.7,2,,,,,,,,,1,,,,M-27
3904404,-23948,202401,162,235,M-27,,68560,1,,43.3,2,,,,,,,,,1,,,,M-27
3904406,-23948,202401,162,235,M-27,,68560,1,,48.7,2,,,,,,,,,1,,,,M-27
3904407,-23948,202401,162,235,M-27,,68560,1,,50.1,2,,,,,,,,,1,,,,M-27
3904408,-23948,202401,162,235,M-27,,68560,1,,49.6,2,,,,,,,,,1,,,,M-27
3904409,-23948,202401,162,235,M-27,,68560,1,,44.6,2,,,,,,,,,1,,,,M-27
3904410,-23948,202401,162,235,M-27,,68560,1,,48.2,2,,,,,,,,,1,,,,M-27
3904411,-23948,202401,162,235,M-27,,68560,1,,45.8,2,,,,,,,,,1,,,,M-27
3904412,-23948,202401,162,235,M-27,,68560,1,,42.7,2,,,,,,,,,1,,,,M-27
3904414,-23948,202401,162,235,M-27,,68560,1,,51.6,2,,,,,,,,,1,,,,M-27
3904415,-23948,202401,162,235,M-27,,68560,1,,47,2,,,,,,,,,1,,,,M-27
3904416,-23948,202401,162,235,M-27,,68560,1,,53.4,2,,,,,,,,,1,,,,M-27
3904417,-23948,202401,162,235,M-27,,68560,1,,45.1,2,,,,,,,,,1,,,,M-27
3904418,-23948,202401,162,235,M-27,,68560,1,,46.7,2,,,,,,,,,1,,,,M-27
3904419,-23948,202401,162,235,M-27,,68560,1,,47.7,2,,,,,,,,,1,,,,M-27
3904420,-23948,202401,162,235,M-27,,68560,1,,55.6,2,,,,,,,,,1,,,,M-27
3904422,-23948,202401,162,235,M-27,,68560,2,,50.1,2,0,0,0,,,,,,1.81944,,,,M-27
3904423,-23948,202401,162,235,M-27,,68560,2,,49.9,2,0,0,0,,,,,,1.81944,,,,M-27
3904424,-23948,202401,162,235,M-27,,68560,2,,54,2,0,0,0,,,,,,1.81944,,,,M-27
3904425,-23948,202401,162,235,M-27,,68560,2,,43.5,2,0,0,0,,,,,,1.81944,,,,M-27
3904426,-23948,202401,162,235,M-27,,68560,2,,47.9,2,0,0,0,,,,,,1.81944,,,,M-27
3904427,-23948,202401,162,235,M-27,,68560,2,,51.3,2,0,0,0,,,,,,1.81944,,,,M-27
3904428,-23948,202401,162,235,M-27,,68560,2,,44.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904430,-23948,202401,162,235,M-27,,68560,2,,47.8,2,0,0,0,,,,,,1.81944,,,,M-27
3904431,-23948,202401,162,235,M-27,,68560,2,,49.9,2,0,0,0,,,,,,1.81944,,,,M-27
3904432,-23948,202401,162,235,M-27,,68560,2,,33.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904433,-23948,202401,162,235,M-27,,68560,2,,48.8,2,0,0,0,,,,,,1.81944,,,,M-27
3904434,-23948,202401,162,235,M-27,,68560,2,,54.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904435,-23948,202401,162,235,M-27,,68560,2,,44.7,2,0,0,0,,,,,,1.81944,,,,M-27
3904436,-23948,202401,162,235,M-27,,68560,2,,40.7,2,0,0,0,,,,,,1.81944,,,,M-27
3904437,-23948,202401,162,235,M-27,,68560,2,,33.9,2,0,0,0,,,,,,1.81944,,,,M-27
3904439,-23948,202401,162,235,M-27,,68560,2,,36.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904440,-23948,202401,162,235,M-27,,68560,2,,44.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904441,-23948,202401,162,235,M-27,,68560,2,,47.9,2,0,0,0,,,,,,1.81944,,,,M-27
3904442,-23948,202401,162,235,M-27,,68560,2,,49.2,2,0,0,0,,,,,,1.81944,,,,M-27
3904443,-23948,202401,162,235,M-27,,68560,2,,49.8,2,0,0,0,,,,,,1.81944,,,,M-27
3905931,-23971,202401,162,246,I-20,,68580,1,,120,2,,,,,,,,,1,,,,I-20
3905932,-23971,202401,162,246,I-20,,68580,1,,124.9,2,,,,,,,,,1,,,,I-20
3905933,-23971,202401,162,246,I-20,,68580,1,,117.4,2,,,,,,,,,1,,,,I-20
3905934,-23971,202401,162,246,I-20,,68580,1,,95.1,2,,,,,,,,,1,,,,I-20
3905935,-23971,202401,162,246,I-20,,68580,1,,94.4,2,,,,,,,,,1,,,,I-20
3905936,-23971,202401,162,246,I-20,,68580,1,,110,2,,,,,,,,,1,,,,I-20
3905937,-23971,202401,162,246,I-20,,68580,1,,104.6,3,,,,,,,,,1,,,,I-20
3905938,-23971,202401,162,246,I-20,,68580,1,,108.8,3,,,,,,,,,1,,,,I-20
3905939,-23971,202401,162,246,I-20,,68580,1,,96.9,3,,,,,,,,,1,,,,I-20
3905940,-23971,202401,162,246,I-20,,68580,1,,90.9,3,,,,,,,,,1,,,,I-20
3905941,-23971,202401,162,246,I-20,,68580,1,,107.9,3,,,,,,,,,1,,,,I-20
3905942,-23971,202401,162,246,I-20,,68580,1,,95.5,3,,,,,,,,,1,,,,I-20
3905943,-23971,202401,162,246,I-20,,68580,1,,92.3,3,,,,,,,,,1,,,,I-20
3905944,-23971,202401,162,246,I-20,,68580,1,,97.1,3,,,,,,,,,1,,,,I-20
3905945,-23971,202401,162,246,I-20,,68580,1,,72.5,3,,,,,,,,,1,,,,I-20
3905946,-23971,202401,162,246,I-20,,69322,1,18.6,,2,,,,,,,,,1,,,,I-20
3905947,-23971,202401,162,246,I-20,,69322,1,148.7,,2,,,,,,,,,1,,,,I-20
3905948,-23971,202401,162,246,I-20,,69322,2,136.5,,2,2,1,4,,,,,,1,,,,I-20
3905949,-23972,202401,162,247,I-21,,68560,1,,47.5,2,,,,,,,,,4.3686,,,,I-21
3905950,-23972,202401,162,247,I-21,,68560,1,,33.1,2,,,,,,,,,4.3686,,,,I-21
3905951,-23972,202401,162,247,I-21,,68580,1,,67.5,2,,,,,,,,,4.3686,,,,I-21
3905952,-23972,202401,162,247,I-21,,68580,1,,64.7,2,,,,,,,,,4.3686,,,,I-21
3905953,-23972,202401,162,247,I-21,,68580,1,,57.5,2,,,,,,,,,4.3686,,,,I-21
3905954,-23972,202401,162,247,I-21,,68580,1,,51.7,2,,,,,,,,,4.3686,,,,I-21
3905955,-23972,202401,162,247,I-21,,68580,1,,68.6,2,,,,,,,,,4.3686,,,,I-21
3905956,-23972,202401,162,247,I-21,,68580,1,,68.9,2,,,,,,,,,4.3686,,,,I-21
3905957,-23972,202401,162,247,I-21,,68580,1,,56.1,2,,,,,,,,,4.3686,,,,I-21
3905958,-23972,202401,162,247,I-21,,68580,1,,67.1,2,,,,,,,,,4.3686,,,,I-21
3905959,-23972,202401,162,247,I-21,,68580,1,,51,2,,,,,,,,,4.3686,,,,I-21
3905961,-23972,202401,162,247,I-21,,68580,1,,62.8,2,,,,,,,,,4.3686,,,,I-21
3905962,-23972,202401,162,247,I-21,,68580,1,,68.4,2,,,,,,,,,4.3686,,,,I-21
3905963,-23972,202401,162,247,I-21,,68580,1,,60,2,,,,,,,,,4.3686,,,,I-21
3905964,-23972,202401,162,247,I-21,,68580,1,,86.2,2,,,,,,,,,4.3686,,,,I-21
3905965,-23972,202401,162,247,I-21,,68580,1,,57.4,2,,,,,,,,,4.3686,,,,I-21
3905966,-23972,202401,162,247,I-21,,68580,1,,60.6,2,,,,,,,,,4.3686,,,,I-21
3905967,-23972,202401,162,247,I-21,,68580,1,,55.8,2,,,,,,,,,4.3686,,,,I-21
3905969,-23972,202401,162,247,I-21,,68580,1,,61.1,2,,,,,,,,,4.3686,,,,I-21
3905970,-23972,202401,162,247,I-21,,68580,1,,57.9,2,,,,,,,,,4.3686,,,,I-21
3905971,-23972,202401,162,247,I-21,,68580,1,,60.5,2,,,,,,,,,4.3686,,,,I-21
3905972,-23972,202401,162,247,I-21,,68580,1,,62.4,2,,,,,,,,,4.3686,,,,I-21
3905973,-23972,202401,162,247,I-21,,68580,1,,56.5,2,,,,,,,,,4.3686,,,,I-21
3905974,-23972,202401,162,247,I-21,,68580,1,,61,2,,,,,,,,,4.3686,,,,I-21
3905975,-23972,202401,162,247,I-21,,68580,1,,66.2,2,,,,,,,,,4.3686,,,,I-21
3905977,-23972,202401,162,247,I-21,,68580,1,,56,2,,,,,,,,,4.3686,,,,I-21
3905978,-23972,202401,162,247,I-21,,68580,1,,64.4,2,,,,,,,,,4.3686,,,,I-21
3905979,-23972,202401,162,247,I-21,,68580,1,,56.9,2,,,,,,,,,4.3686,,,,I-21
3905980,-23972,202401,162,247,I-21,,68580,1,,66.9,2,,,,,,,,,4.3686,,,,I-21
3905981,-23972,202401,162,247,I-21,,68580,1,,56.9,2,,,,,,,,,4.3686,,,,I-21
3905982,-23972,202401,162,247,I-21,,68580,1,,68.1,2,,,,,,,,,4.3686,,,,I-21
3905983,-23972,202401,162,247,I-21,,68580,1,,63.8,2,,,,,,,,,4.3686,,,,I-21
3905985,-23972,202401,162,247,I-21,,68580,1,,48,2,,,,,,,,,4.3686,,,,I-21
3905986,-23972,202401,162,247,I-21,,68580,1,,49.1,2,,,,,,,,,4.3686,,,,I-21
3905987,-23972,202401,162,247,I-21,,68580,1,,57.4,2,,,,,,,,,4.3686,,,,I-21
3905988,-23972,202401,162,247,I-21,,68580,1,,59.9,2,,,,,,,,,4.3686,,,,I-21
3905989,-23972,202401,162,247,I-21,,68580,1,,60.6,2,,,,,,,,,4.3686,,,,I-21
3905990,-23972,202401,162,247,I-21,,68580,1,,66.2,2,,,,,,,,,4.3686,,,,I-21
3905991,-23972,202401,162,247,I-21,,68580,1,,59.8,2,,,,,,,,,4.3686,,,,I-21
3905993,-23972,202401,162,247,I-21,,68580,2,,58.4,2,4,1,5,,,,,,8.11748,,,,I-21
3905994,-23972,202401,162,247,I-21,,68580,2,,58.6,2,4,1,5,,,,,,8.11748,,,,I-21
3905995,-23972,202401,162,247,I-21,,68580,2,,59.4,2,4,1,5,,,,,,8.11748,,,,I-21
3905996,-23972,202401,162,247,I-21,,68580,2,,57,2,4,1,5,,,,,,8.11748,,,,I-21
3905997,-23972,202401,162,247,I-21,,68580,2,,55.1,2,4,1,5,,,,,,8.11748,,,,I-21
3905998,-23972,202401,162,247,I-21,,68580,2,,56.5,2,4,1,4,,,,,,8.11748,,,,I-21
3905999,-23972,202401,162,247,I-21,,68580,2,,61.1,2,4,1,4,,,,,,8.11748,,,,I-21
3906001,-23972,202401,162,247,I-21,,68580,2,,59.3,2,0,0,0,,,,,,8.11748,,,,I-21
3906002,-23972,202401,162,247,I-21,,68580,2,,58.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906003,-23972,202401,162,247,I-21,,68580,2,,59.4,2,0,0,0,,,,,,8.11748,,,,I-21
3906004,-23972,202401,162,247,I-21,,68580,2,,61.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906005,-23972,202401,162,247,I-21,,68580,2,,58.1,2,0,0,0,,,,,,8.11748,,,,I-21
3906006,-23972,202401,162,247,I-21,,68580,2,,60,2,0,0,0,,,,,,8.11748,,,,I-21
3906007,-23972,202401,162,247,I-21,,68580,2,,54.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906008,-23972,202401,162,247,I-21,,68580,2,,58.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906010,-23972,202401,162,247,I-21,,68580,2,,47.8,2,0,0,0,,,,,,8.11748,,,,I-21
3906011,-23972,202401,162,247,I-21,,68580,2,,65.1,2,0,0,0,,,,,,8.11748,,,,I-21
3906012,-23972,202401,162,247,I-21,,68580,2,,64.1,2,0,0,0,,,,,,8.11748,,,,I-21
3906013,-23972,202401,162,247,I-21,,68580,2,,61.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906014,-23972,202401,162,247,I-21,,68580,2,,56.1,2,0,0,0,,,,,,8.11748,,,,I-21
3906015,-23972,202401,162,247,I-21,,68580,2,,59.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906016,-23972,202401,162,247,I-21,,68580,2,,44.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906018,-23972,202401,162,247,I-21,,68580,2,,65.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906019,-23972,202401,162,247,I-21,,68580,2,,59,2,0,0,0,,,,,,8.11748,,,,I-21
3906020,-23972,202401,162,247,I-21,,68580,2,,48.4,2,0,0,0,,,,,,8.11748,,,,I-21
3906021,-23972,202401,162,247,I-21,,68580,2,,57.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906022,-23972,202401,162,247,I-21,,68580,2,,59.2,2,0,0,0,,,,,,8.11748,,,,I-21
3906023,-23972,202401,162,247,I-21,,68580,2,,60.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906024,-23972,202401,162,247,I-21,,68580,2,,46.5,2,0,0,0,,,,,,8.11748,,,,I-21
3906025,-23972,202401,162,247,I-21,,68580,2,,45.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906027,-23972,202401,162,247,I-21,,68580,2,,60.6,2,0,0,0,,,,,,8.11748,,,,I-21
3906028,-23972,202401,162,247,I-21,,68580,2,,60.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906029,-23972,202401,162,247,I-21,,68580,2,,59.2,2,0,0,0,,,,,,8.11748,,,,I-21
3906030,-23972,202401,162,247,I-21,,68580,2,,64,2,0,0,0,,,,,,8.11748,,,,I-21
3906031,-23972,202401,162,247,I-21,,68580,2,,56.2,2,0,0,0,,,,,,8.11748,,,,I-21
3906032,-23972,202401,162,247,I-21,,68580,2,,62,2,0,0,0,,,,,,8.11748,,,,I-21
3906033,-23972,202401,162,247,I-21,,68580,2,,48.2,2,0,0,0,,,,,,8.11748,,,,I-21
3906035,-23972,202401,162,247,I-21,,68580,2,,46.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906036,-23972,202401,162,247,I-21,,68580,2,,62.2,2,0,0,0,,,,,,8.11748,,,,I-21
3906037,-23972,202401,162,247,I-21,,68580,2,,54.5,2,0,0,0,,,,,,8.11748,,,,I-21
3906038,-23972,202401,162,247,I-21,,68580,2,,59.9,2,0,0,0,,,,,,8.11748,,,,I-21
3906039,-23972,202401,162,247,I-21,,68580,2,,59.3,2,0,0,0,,,,,,8.11748,,,,I-21
3906040,-23972,202401,162,247,I-21,,68580,2,,61.3,2,0,0,0,,,,,,8.11748,,,,I-21
3906041,-23972,202401,162,247,I-21,,68580,2,,61.5,2,0,0,0,,,,,,8.11748,,,,I-21
3906042,-23972,202401,162,247,I-21,,68580,2,,45.1,2,0,0,0,,,,,,8.11748,,,,I-21
3906044,-23972,202401,162,247,I-21,,68580,2,,56.6,2,0,0,0,,,,,,8.11748,,,,I-21
3905247,-23948,202401,162,235,M-27,,68560,2,,73.6,2,4,1,5,,,,,,1,,,,M-27
3905248,-23948,202401,162,235,M-27,,68560,2,,69.9,2,4,1,5,,,,,,1,,,,M-27
3905249,-23948,202401,162,235,M-27,,68560,2,,66.5,2,4,1,5,,,,,,1,,,,M-27
3905250,-23948,202401,162,235,M-27,,68560,2,,70.9,2,4,1,5,,,,,,1,,,,M-27
3905251,-23948,202401,162,235,M-27,,68560,2,,78.1,2,4,1,5,,,,,,1,,,,M-27
3905252,-23948,202401,162,235,M-27,,68560,2,,72.8,2,4,1,5,,,,,,1,,,,M-27
3905253,-23948,202401,162,235,M-27,,68560,2,,76.5,2,4,1,5,,,,,,1,,,,M-27
3905254,-23948,202401,162,235,M-27,,68560,2,,74.6,2,4,1,6,,,,,,1,,,,M-27
3905255,-23948,202401,162,235,M-27,,68560,2,,82.3,2,4,1,6,,,,,,1,,,,M-27
3905256,-23948,202401,162,235,M-27,,68560,2,,78.9,2,4,1,6,,,,,,1,,,,M-27
3905257,-23948,202401,162,235,M-27,,68560,2,,76.2,2,4,1,6,,,,,,1,,,,M-27
3905258,-23948,202401,162,235,M-27,,68560,2,,73.4,2,4,1,6,,,,,,1,,,,M-27
3905259,-23948,202401,162,235,M-27,,68580,2,,62.3,2,4,1,3,,,,,,1,,,,M-27
3905260,-23948,202401,162,235,M-27,,68580,2,,38.3,2,0,0,0,,,,,,1,,,,M-27
3905261,-23948,202401,162,235,M-27,,68580,2,,36.6,2,0,0,0,,,,,,1,,,,M-27
3905262,-23948,202401,162,235,M-27,,68580,2,,42.7,2,0,0,0,,,,,,1,,,,M-27
3905263,-23948,202401,162,235,M-27,,68590,1,,39.7,2,,,,,,,,,1,,,,M-27
3905264,-23948,202401,162,235,M-27,,68580,1,,80.6,2,,,,,,,,,1,,,,M-27
3905265,-23949,202401,162,236,L-27,,68560,1,,37.7,2,,,,,,,,,1,,,,L-27
3905266,-23949,202401,162,236,L-27,,68560,1,,103.8,3,,,,,,,,,1,,,,L-27
3905267,-23949,202401,162,236,L-27,,68560,1,,99.1,3,,,,,,,,,1,,,,L-27
3905268,-23949,202401,162,236,L-27,,68560,1,,47,2,,,,,,,,,1,,,,L-27
3905269,-23949,202401,162,236,L-27,,68560,1,,43.2,2,,,,,,,,,1,,,,L-27
3905270,-23983,202401,162,253,C-02,,68560,1,,63.6,2,,,,,,,,,1,,,,C-02
3905271,-23983,202401,162,253,C-02,,68560,1,,56.2,2,,,,,,,,,1,,,,C-02
3905272,-23983,202401,162,253,C-02,,68560,1,,59,2,,,,,,,,,1,,,,C-02
3905273,-23983,202401,162,253,C-02,,68560,1,,70.4,2,,,,,,,,,1,,,,C-02
3905274,-23983,202401,162,253,C-02,,68560,1,,39.4,2,,,,,,,,,1,,,,C-02
3905275,-23983,202401,162,253,C-02,,68560,1,,57.9,2,,,,,,,,,1,,,,C-02
3905276,-23983,202401,162,253,C-02,,68560,1,,52.7,2,,,,,,,,,1,,,,C-02
3905277,-23983,202401,162,253,C-02,,68560,1,,67.5,2,,,,,,,,,1,,,,C-02
3905278,-23983,202401,162,253,C-02,,68560,1,,63.2,2,,,,,,,,,1,,,,C-02
3905279,-23983,202401,162,253,C-02,,68560,1,,64,2,,,,,,,,,1,,,,C-02
3905280,-23983,202401,162,253,C-02,,68560,1,,61.4,2,,,,,,,,,1,,,,C-02
3905281,-23983,202401,162,253,C-02,,68560,1,,48.7,2,,,,,,,,,1,,,,C-02
3905283,-23983,202401,162,253,C-02,,68560,1,,60.2,2,,,,,,,,,1,,,,C-02
3905284,-23983,202401,162,253,C-02,,68560,1,,64.4,2,,,,,,,,,1,,,,C-02
3905285,-23983,202401,162,253,C-02,,68560,1,,47.7,2,,,,,,,,,1,,,,C-02
3905286,-23983,202401,162,253,C-02,,68560,1,,59.7,2,,,,,,,,,1,,,,C-02
3905287,-23964,202401,162,243,H-01,,68560,1,,76.9,2,,,,,,,,,1,,,,H-01
3905288,-23964,202401,162,243,H-01,,68560,1,,67.7,2,,,,,,,,,1,,,,H-01
3905290,-23964,202401,162,243,H-01,,68560,1,,72.5,2,,,,,,,,,1,,,,H-01
3905291,-23964,202401,162,243,H-01,,68560,1,,52.2,2,,,,,,,,,1,,,,H-01
3905292,-23964,202401,162,243,H-01,,68560,1,,35.2,2,,,,,,,,,1,,,,H-01
3905293,-23964,202401,162,243,H-01,,68560,1,,76.9,2,,,,,,,,,1,,,,H-01
3905294,-23964,202401,162,243,H-01,,68560,1,,58.9,2,,,,,,,,,1,,,,H-01
3905295,-23964,202401,162,243,H-01,,68560,1,,89,2,,,,,,,,,1,,,,H-01
3905296,-23964,202401,162,243,H-01,,68560,1,,123.1,2,,,,,,,,,1,,,,H-01
3905298,-23964,202401,162,243,H-01,,68560,1,,77.7,2,,,,,,,,,1,,,,H-01
3905299,-23964,202401,162,243,H-01,,68560,1,,130.1,2,,,,,,,,,1,,,,H-01
3905300,-23964,202401,162,243,H-01,,68560,1,,81.9,2,,,,,,,,,1,,,,H-01
3905301,-23964,202401,162,243,H-01,,68560,1,,71.5,2,,,,,,,,,1,,,,H-01
3905302,-23964,202401,162,243,H-01,,68560,2,,92.1,3,4,1,6,,,,,,1,,,,H-01
3905303,-23964,202401,162,243,H-01,,68560,2,,87.8,3,4,1,6,,,,,,1,,,,H-01
3905304,-23964,202401,162,243,H-01,,68560,2,,86.5,3,4,1,6,,,,,,1,,,,H-01
3905306,-23964,202401,162,243,H-01,,68560,2,,74.9,2,4,1,4,,,,,,1,,,,H-01
3905307,-23964,202401,162,243,H-01,,68560,2,,81.5,2,4,1,4,,,,,,1,,,,H-01
3905308,-23964,202401,162,243,H-01,,68560,2,,69.8,2,4,1,4,,,,,,1,,,,H-01
3905309,-23964,202401,162,243,H-01,,68560,2,,68.6,2,4,1,4,,,,,,1,,,,H-01
3905310,-23964,202401,162,243,H-01,,68560,2,,78.6,2,4,1,4,,,,,,1,,,,H-01
3905311,-23964,202401,162,243,H-01,,68560,2,,77.1,2,4,1,4,,,,,,1,,,,H-01
3905312,-23964,202401,162,243,H-01,,68560,2,,85.5,2,4,1,4,,,,,,1,,,,H-01
3905313,-23964,202401,162,243,H-01,,68560,2,,69.1,2,4,1,4,,,,,,1,,,,H-01
3905315,-23964,202401,162,243,H-01,,68560,2,,77.8,2,4,1,4,,,,,,1,,,,H-01
3905316,-23964,202401,162,243,H-01,,68560,2,,77.2,2,4,1,4,,,,,,1,,,,H-01
3905317,-23964,202401,162,243,H-01,,68560,2,,72.1,2,0,0,1,,,,,,1,,,,H-01
3905318,-23964,202401,162,243,H-01,,68560,2,,83.4,2,4,1,2,,,,,,1,,,,H-01
3905319,-23964,202401,162,243,H-01,,68560,2,,75.2,2,0,0,0,,,,,,1,,,,H-01
3905320,-23964,202401,162,243,H-01,,68560,2,,67,2,0,0,0,,,,,,1,,,,H-01
3905321,-23964,202401,162,243,H-01,,68560,2,,73.1,2,0,0,0,,,,,,1,,,,H-01
3905323,-23964,202401,162,243,H-01,,68580,1,,67.5,2,,,,,,,,,1,,,,H-01
3905324,-23964,202401,162,243,H-01,,68580,1,,49.4,2,,,,,,,,,1,,,,H-01
3905325,-23964,202401,162,243,H-01,,68580,1,,69.4,2,,,,,,,,,1,,,,H-01
3905326,-23964,202401,162,243,H-01,,68580,1,,78.9,2,,,,,,,,,1,,,,H-01
3905327,-23964,202401,162,243,H-01,,68580,1,,62.4,2,,,,,,,,,1,,,,H-01
3905328,-23964,202401,162,243,H-01,,68580,1,,68.7,2,,,,,,,,,1,,,,H-01
3905329,-23964,202401,162,243,H-01,,68580,1,,68.3,2,,,,,,,,,1,,,,H-01
3905330,-23964,202401,162,243,H-01,,68580,1,,55,2,,,,,,,,,1,,,,H-01
3905332,-23964,202401,162,243,H-01,,68580,1,,77.9,2,,,,,,,,,1,,,,H-01
3905333,-23964,202401,162,243,H-01,,68580,1,,76.3,2,,,,,,,,,1,,,,H-01
3905334,-23964,202401,162,243,H-01,,68580,1,,59,2,,,,,,,,,1,,,,H-01
3905335,-23964,202401,162,243,H-01,,68580,1,,68.7,2,,,,,,,,,1,,,,H-01
3905336,-23964,202401,162,243,H-01,,68580,1,,82.3,2,,,,,,,,,1,,,,H-01
3905337,-23964,202401,162,243,H-01,,68580,1,,65.2,2,,,,,,,,,1,,,,H-01
3905339,-23956,202401,162,239,K-20,,68580,1,,53.1,2,,,,,,,,,8.36088,,,,K-20
3905340,-23956,202401,162,239,K-20,,68580,1,,53.9,2,,,,,,,,,8.36088,,,,K-20
3905341,-23956,202401,162,239,K-20,,68580,1,,45,2,,,,,,,,,8.36088,,,,K-20
3905342,-23956,202401,162,239,K-20,,68580,1,,61.1,2,,,,,,,,,8.36088,,,,K-20
3905343,-23956,202401,162,239,K-20,,68580,1,,46.6,2,,,,,,,,,8.36088,,,,K-20
3905344,-23956,202401,162,239,K-20,,68580,1,,53.5,2,,,,,,,,,8.36088,,,,K-20
3905345,-23956,202401,162,239,K-20,,68580,1,,58.4,2,,,,,,,,,8.36088,,,,K-20
3905346,-23956,202401,162,239,K-20,,68580,1,,72.9,2,,,,,,,,,8.36088,,,,K-20
3905348,-23956,202401,162,239,K-20,,68580,1,,61.9,2,,,,,,,,,8.36088,,,,K-20
3905349,-23956,202401,162,239,K-20,,68580,1,,55.2,2,,,,,,,,,8.36088,,,,K-20
3905350,-23956,202401,162,239,K-20,,68580,1,,61.9,2,,,,,,,,,8.36088,,,,K-20
3905351,-23956,202401,162,239,K-20,,68580,1,,54.5,2,,,,,,,,,8.36088,,,,K-20
3905352,-23956,202401,162,239,K-20,,68580,1,,55.6,2,,,,,,,,,8.36088,,,,K-20
3905353,-23956,202401,162,239,K-20,,68580,1,,59.4,2,,,,,,,,,8.36088,,,,K-20
3905354,-23956,202401,162,239,K-20,,68580,1,,26.1,2,,,,,,,,,8.36088,,,,K-20
3905356,-23956,202401,162,239,K-20,,68580,1,,44.8,2,,,,,,,,,8.36088,,,,K-20
3905357,-23956,202401,162,239,K-20,,68580,1,,47.8,2,,,,,,,,,8.36088,,,,K-20
3905358,-23956,202401,162,239,K-20,,68580,1,,63.5,2,,,,,,,,,8.36088,,,,K-20
3905359,-23956,202401,162,239,K-20,,68580,1,,59,2,,,,,,,,,8.36088,,,,K-20
3905360,-23956,202401,162,239,K-20,,68580,1,,60.2,2,,,,,,,,,8.36088,,,,K-20
3905361,-23956,202401,162,239,K-20,,68580,1,,51.1,2,,,,,,,,,8.36088,,,,K-20
3905362,-23956,202401,162,239,K-20,,68580,1,,52.7,2,,,,,,,,,8.36088,,,,K-20
3905363,-23956,202401,162,239,K-20,,68580,1,,52.2,2,,,,,,,,,8.36088,,,,K-20
3905364,-23956,202401,162,239,K-20,,68580,1,,62.1,2,,,,,,,,,8.36088,,,,K-20
3905365,-23956,202401,162,239,K-20,,68580,1,,40.3,2,,,,,,,,,8.36088,,,,K-20
3905366,-23956,202401,162,239,K-20,,68580,1,,66.2,2,,,,,,,,,8.36088,,,,K-20
3905367,-23956,202401,162,239,K-20,,68580,1,,60.6,2,,,,,,,,,8.36088,,,,K-20
3905368,-23956,202401,162,239,K-20,,68580,1,,54.7,2,,,,,,,,,8.36088,,,,K-20
3905369,-23956,202401,162,239,K-20,,68580,1,,48.7,2,,,,,,,,,8.36088,,,,K-20
3905370,-23956,202401,162,239,K-20,,68580,1,,51.8,2,,,,,,,,,8.36088,,,,K-20
3905371,-23956,202401,162,239,K-20,,68580,1,,69.8,2,,,,,,,,,8.36088,,,,K-20
3905372,-23956,202401,162,239,K-20,,68580,1,,57.3,2,,,,,,,,,8.36088,,,,K-20
3905373,-23956,202401,162,239,K-20,,68580,1,,61.3,2,,,,,,,,,8.36088,,,,K-20
3905374,-23956,202401,162,239,K-20,,68580,1,,66,2,,,,,,,,,8.36088,,,,K-20
3905375,-23956,202401,162,239,K-20,,68580,1,,58.4,2,,,,,,,,,8.36088,,,,K-20
3905376,-23956,202401,162,239,K-20,,68580,2,,63.8,2,0,0,0,,2,,,,3.37624,,,,K-20
3905377,-23956,202401,162,239,K-20,,68580,2,,35.8,2,0,0,0,,,,,,3.37624,,,,K-20
3905378,-23956,202401,162,239,K-20,,68580,2,,61.1,2,0,0,0,,,,,,3.37624,,,,K-20
3905379,-23956,202401,162,239,K-20,,68580,2,,40.4,2,0,0,0,,,,,,3.37624,,,,K-20
3905380,-23956,202401,162,239,K-20,,68580,2,,49.8,2,0,0,0,,,,,,3.37624,,,,K-20
